phraseNumber,speaker,emotion,gt,ai,1_1_match,cos_sim
78,KD0,happiness,moim ulubionym sosem do pizzy jest sos czosnkowy,moim ulubionym sosem do pizzy jest sos czosnkowy,True,0.9999991765812755
79,KD0,happiness,mleko jest źródłem wapnia i innych składników odżywczych,mleko jest źródłem wapnia i innych składników odżywczych,True,0.999999202869521
8,KD0,happiness,moja ciocia jest bardzo pomocna,moja ciocia jest bardzo pomocna,True,1.0
80,KD0,happiness,do dzisiejszego obiadu potrzebuje małego garnczka,do dzisiejszego obiadu potrzebuję małego garnczka,False,0.9678074169849743
81,KD0,happiness,w lipcu wyjeżdżam z rodziną na wakacje nad morze,w lipcu wyjeżdżam z rodziną na wakacje nad morze,True,0.9999994024516957
82,KD0,happiness,czerwiec kojarzy się z zakończeniem roku szkolnego,czerwiec kojarzy się z zakończeniem roku szkolnego,True,1.0
83,KD0,happiness,ten źrebak jest wychowany zgodnie z najlepszymi standardami,ten zrebak jest wychowany zgodnie z najlepszymi standardami,False,0.9215560205747325
84,KD0,happiness,kontrświadczenie za udzieloną pożyczkę było bardzo wysokie,kontrświadczenie za udzieloną pożyczkę było bardzo wysokie,True,0.9999994776418781
85,KD0,happiness,w bankach można założyć konto osobiste oszczędnościowe lub kredytowe,w bankach można założyć konto osobiste oszczędnościowe lub kredytowe,True,0.9999808607391645
86,KD0,happiness,myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu,myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu,True,1.0
87,KD0,happiness,na targach rzemieślniczych można zobaczyć wiele unikatowych produktów,na targach rzemieślniczych można zobaczyć wiele unikatowych produktów,True,0.9999993789908312
88,KD0,happiness,jabłko jest bogatym źródłem witamin i składników odżywczych,jabłko jest bogatym źródłem witamin i składników odżywczych,True,0.9999993321372443
89,KD0,happiness,dopełniacz jest jednym z przypadków gramatycznych w języku polskim,dopełniacie jest jednym z przypadków gramatycznych w języku polskim,False,0.9163298075604699
9,KD0,happiness,piłka nożna to moja pasja,piłka nożna to moja pasja,True,1.0
90,KD0,happiness,chorał gregoriański jest wykonywany podczas uroczystych nabożeństw,chorał gregoriański jest wykonywany podczas uroczystych nabożeństw,True,1.0000000000000002
1,KD0,neutral,lubię czytać przed snem,lubię czytać przed snem,True,0.9999999999999998
10,KD0,neutral,kupiłem nową szafę do sypialni,kupiłem nową szafę do sypialni,True,0.999985484507594
11,KD0,neutral,nie zachowuj się jak żigolak,nie zachowuj się jak żigolak,True,0.9999993334066103
12,KD0,neutral,mój teść zawsze służy radą,mój test zawsze służy radom,False,0.652591231783714
13,KD0,neutral,interesuje mnie historia polski,interesuje mnie historia polski,True,1.0
14,KD0,neutral,ten miesiąc minął bardzo szybko,ten miesiąc minął bardzo szybko,True,1.0
15,KD0,neutral,sporadycznie chodzę na siłownię,sporadycznie chodzę na siłownie,False,0.9887475109981105
16,KD0,neutral,racja ten pomysł jest najlepszy,racja ten pomysł jest na lepszy,False,0.9074991900526843
17,KD0,neutral,chcę przeczytać ten artykuł jeszcze raz,chcę przeczytać ten artykuł jeszcze raz,True,0.9967516978744043
18,KD0,neutral,kwiecień to czwarty miesiąc w roku,kwiecień to czwarty miesiąc w roku,True,0.9999992555841539
19,KD0,neutral,w wolnym czasie lubię czytać książki,w wolnym czasie lubię czytać książki,True,1.0000000000000002
2,KD0,neutral,nie waśńmy się ze sobą,nie waślimy się ze sobą,False,0.9265317353031903
20,KD0,neutral,zima to czas jeżdżenia na sankach,zima to czas jeżdżenia na sankach,True,0.9999992411532951
21,KD0,neutral,egipcjanie uważali ibisy za święte,egipcjanie uważali ibisy za święte,True,1.0000000000000002
22,KD0,neutral,piesek wszedł do rzeki żeby popływać,piesek wszedł do rzeki żeby popływać,True,0.9999992443966114
23,KD0,neutral,woda w basenie jest bardzo ciepła,woda w basenie jest bardzo ciepła,True,0.9999992273014146
24,KD0,neutral,miasto tętni życiem nawet w nocy,miasto tętni życiem nawet w nocy,True,0.9999994524059519
25,KD0,neutral,gorzka czekolada jest idealna na deser,gorzka czekolada jest idealna na deser,True,1.0000000000000002
26,KD0,neutral,ten dżin potrafi spełniać życzenia,ten gen potrafi spełniać życzenia,False,0.7744872349232932
27,KD0,neutral,w niedzielę szkoła jest zamknięta,w niedzielę szkoła jest zamknięta,True,1.0000000000000002
28,KD0,neutral,podczas medytacji można wejść w trans,podczas medytacji można wejść w trans,True,1.0000000000000002
29,KD0,neutral,w październiku zaczyna się jesień,w październiku zaczyna się jesień,True,0.9999993014352315
3,KD0,neutral,chodźmy w tango,chodźmy w tango,True,0.9999991922687302
30,KD0,neutral,każdy taniec ma swój własny rytm,każdy taniec ma swój własny rytm,True,0.9999993378683519
31,KD0,neutral,dokarmcie koty wychodząc z domu,dokarmcie koty wychodząc z domu,True,0.9999715605753976
32,KD0,neutral,pamiętaj że nadzieja umiera ostatnia,pamiętaj że nadzieja umiera ostatnia,True,0.9999993831128833
33,KD0,neutral,po operacji nie mam żadnych blizn,po operacji nie mam żadnych blizn,True,0.9999993532191935
34,KD0,neutral,pan janek jest naszym nowym sąsiadem,pan janek jest naszym nowym sąsiadem,True,1.0
35,KD0,neutral,aby upiec ciasto muszę kupić mączkę,aby ubiegć ciasto muszę kupić mączkę,False,0.8664207751484971
36,KD0,neutral,ten pomysł trąci brakiem realizmu,ten pomysł trąci brakiem realizmu,True,0.9997535952045506
37,KD0,neutral,relaksujące piosnki poprawiają nastrój,relaksujące piosenki poprawiają nastrój,False,0.9864001977747147
38,KD0,neutral,„ród smoka” to serial telewizyjny,rut smoka to serial telewizyjny,False,0.8280460233481325
39,KD0,neutral,sziwa oznacza żałobę po zmarłym,siwa oznacza żałobę po zmarłym,False,0.850282856815057
4,KD0,neutral,dzieci muszą dużo jeść,dzieci muszą dużo jeść,True,0.9999999999999998
40,KD0,neutral,w dzieciństwie uwielbiałem klechdy,w dzieciństwie uwielbiałem klechty,False,0.9467751309701858
41,KD0,neutral,w parku rośnie ogromne drzewo,w parku rośnie ogromne drzewo,True,0.999999497049513
42,KD0,neutral,przyjaciel to ktoś kto zawsze jest po mojej stronie,przyjaciel to ktoś kto zawsze jest po mojej stronie,True,1.0
43,KD0,neutral,niania odegrała w moim życiu ważną rolę,niania odegrała w moim życiu ważną rolę,True,0.9999994082278607
44,KD0,neutral,tęsknota to uczucie które każdy z nas zna,tęsknota to uczucie które każdy z nas zna,True,0.9999994140971444
45,KD0,neutral,postanowiłem wynająć samochód na wakacje,postanowiłem wynająć samochód na wakacje,True,0.9999999999999999
46,KD0,neutral,żołwica to dawne określenie na siostrę męża,żołwica to dawne określenie na siostrę męża,True,1.0
47,KD0,neutral,król był bardzo sprawiedliwym człowiekiem,król był bardzo sprawiedliwym człowiekiem,True,0.9999991015707158
48,KD0,neutral,moja dziewczyna świętuje urodziny w sobotę,moja dziewczyna świętuje urodziny w sobotę,True,1.0
49,KD0,neutral,niektórzy powiedzą że to państwo z kartonu,niektórzy powiedzą że to państwo z kartonu,True,0.9999999999999998
5,KD0,neutral,przestań go judzić,przestań go jeudić,False,0.819156342335997
50,KD0,neutral,w muzeum można zobaczyć szkielet dinozaura,w muzeum można zobaczyć szkielet dinozaura,True,1.0000000000000002
51,KD0,neutral,strzelec to znak zodiaku następujący po skorpionie,strzelec to znak zodiaku następujący po skorpionie,True,0.9999992046316051
52,KD0,neutral,na złamaną kończynę często zakłada się gips,na złamaną kończynę często zakłada się gips,True,0.9999993376323121
53,KD0,neutral,kitel to strój który noszą lekarze,kittel to strój który noszą lekarze,False,0.9159466149587577
54,KD0,neutral,w grudniu często pada śnieg,w grudniu często pada śnieg,True,1.0
55,KD0,neutral,chodzę do szkoły prawie codziennie,chodzę do szkoły prawie codziennie,True,1.0
56,KD0,neutral,moje dziecko umie już mówić kilka słów,moje dziecko umie już mówić kilka słów,True,1.0
57,KD0,neutral,jedz inaczej aby polepszyć swoje zdrowie,jedz inaczej aby polepszyć swoje zdrowie,True,0.9999992676617969
58,KD0,neutral,otrzymałem piękną pocztówkę z widokiem na góry,otrzymałem piękną pocztówkę z widokiem na góry,True,1.0
59,KD0,neutral,kupiłem nowy słownik języka hiszpańskiego,kupiłem nowy słownik języka hiszpańskiego,True,1.0000000000000002
6,KD0,neutral,dziunia nie jesteś moim szefem,dziunia nie jesteś moim szefem,True,0.9999993328767639
60,KD0,neutral,podczas wakacji udało mi się zobaczyć delfiny,podczas wakacji udało mi się zobaczyć delfiny,True,1.0
61,KD0,neutral,zupa pomidorowa to moje ulubione danie,zupa pomidorowa to moje ulubione danie,True,1.0000000000000002
62,KD0,neutral,twoje słowo ma dla mnie wielkie znaczenie,twoje słowo ma dla mnie wielkie znaczenie,True,1.0
63,KD0,neutral,moja wizja na przyszłość jest jasna i wyraźna,moja wizja na przyszłość jest jasna i wyraźna,True,0.9999995613626297
64,KD0,neutral,ucho wykrywa dźwięki o różnej częstotliwości,ucho wykrywa dźwięki o różnej częstotliwości,True,0.9999994538183591
65,KD0,neutral,podczas remontu odkryliśmy starodawny mur,podczas remontu odkryliśmy starodawny mur,True,0.9997222436025327
66,KD0,neutral,rtęć jest jednym z pierwiastków chemicznych,rtęc jest jednym z pierwiastków chemicznych,False,0.8770899148765143
67,KD0,neutral,miłość jest jednym z najpiękniejszych uczuć,miłość jest jednym z najpiękniejszych uczuć,True,0.9999993347282331
68,KD0,neutral,zamek w malborku jest jednym z najpiękniejszych w polsce,zamek w malborku jest jednym z najpiękniejszych w polsce,True,0.9999991967663255
69,KD0,neutral,przez most na rzece można szybko dotrzeć do miasta,przez most na rzece można szybko dotrzeć do miasta,True,0.9999241873534263
7,KD0,neutral,życie jest pełne niespodzianek,życie jest pełne niespodzianek,True,1.0
70,KD0,neutral,człowiek zaczyna umierać już w momencie narodzin,człowiek zaczyna umierać już w momencie narodzin,True,0.9999993063354302
71,KD0,neutral,baza wojskowa jest strategicznym punktem dla armii,baza wojskowa jest strategicznym punktem dla armii,True,0.9999993515115491
72,KD0,neutral,bastion był kiedyś ważnym elementem obrony miasta,bastion był kiedyś ważnym elementem obrony miasta,True,1.0
73,KD0,neutral,zawsze stawiam przed rzeczownikami właściwy rodzajnik,zawsze stawiam przed rzeczownikami właściwy rodzajnik,True,0.9999993998300141
74,KD0,neutral,ta liczba wydaje się być błędna sprawdź jeszcze raz,ta liczba wydaje się być błędna sprawdź jeszcze raz,True,1.0
75,KD0,neutral,moja teściowa czasem przyjeżdża do nas w weekend,moja teściowa czasem przyjeżdża do nas w weekend,True,1.0000000000000002
76,KD0,neutral,woda jest podstawowym składnikiem życia na ziemi,woda jest podstawowym składnikiem życia na ziemi,True,1.0
77,KD0,neutral,marzec kojarzy się z wiosennymi promieniami słońca,marzec skojarzy się z wiosennymi promieniami słońca,False,0.961866654835119
78,KD0,neutral,moim ulubionym sosem do pizzy jest sos czosnkowy,moim ulubionym sosem do pytcy jest sos czosnkowy,False,0.9112722271399555
79,KD0,neutral,mleko jest źródłem wapnia i innych składników odżywczych,mleko jest źródłem wapnia i innych składników odżywczych,True,0.9999999999999998
8,KD0,neutral,moja ciocia jest bardzo pomocna,moja ciocia jest bardzo pomocna,True,1.0
80,KD0,neutral,do dzisiejszego obiadu potrzebuje małego garnczka,do dzisiejszego obiadu potrzebuje małego garnczka,True,0.9999991989766441
81,KD0,neutral,w lipcu wyjeżdżam z rodziną na wakacje nad morze,w lipcu wyjeżdżam z rodziną na wakacje nad morze,True,0.9999994197833834
82,KD0,neutral,czerwiec kojarzy się z zakończeniem roku szkolnego,czerwiec kojarzy się z zakończeniem roku szkolnego,True,1.0
83,KD0,neutral,ten źrebak jest wychowany zgodnie z najlepszymi standardami,ten zrzebak jest wychowany zgodnie z najlepszymi standardami,False,0.8551146055810789
84,KD0,neutral,kontrświadczenie za udzieloną pożyczkę było bardzo wysokie,kontrświadczenie za udzieloną pożyczkę było bardzo wysokie,True,1.0
85,KD0,neutral,w bankach można założyć konto osobiste oszczędnościowe lub kredytowe,w bankach można założyć konto osobiste oszczędnościowe lub kredytowe,True,0.9999999999999998
86,KD0,neutral,myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu,myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu,True,1.0
87,KD0,neutral,na targach rzemieślniczych można zobaczyć wiele unikatowych produktów,na targach rzemieślniczych można zobaczyć wiele unikatowych produktów,True,0.9999993098313702
88,KD0,neutral,jabłko jest bogatym źródłem witamin i składników odżywczych,jabłko jest bogatym źródłem witamin i składników odżywczych,True,1.0
89,KD0,neutral,dopełniacz jest jednym z przypadków gramatycznych w języku polskim,dopełniać jest jednym z przypadków gramatycznych w języku polskim,False,0.9220558734908969
9,KD0,neutral,piłka nożna to moja pasja,piłka nożna to moja pasja,True,0.9999992586437516
90,KD0,neutral,chorał gregoriański jest wykonywany podczas uroczystych nabożeństw,chorał gregoriański jest wykonywany podczas uroczystych nabożeństw,True,0.9999993093696572
1,KD0,sadness,lubię czytać przed snem,lubię czytać przed snem,True,0.9999995008049815
10,KD0,sadness,kupiłem nową szafę do sypialni,kupiłem nową szafę do sypialni,True,0.9999994951235279
11,KD0,sadness,nie zachowuj się jak żigolak,nie zachowuj się jak żigolak,True,0.9999993327460245
12,KD0,sadness,mój teść zawsze służy radą,mój test zawsze służy radom,False,0.6526428668274196
13,KD0,sadness,interesuje mnie historia polski,interesuje mnie historia polski,True,1.0
14,KD0,sadness,ten miesiąc minął bardzo szybko,ten miesiąc minął bardzo szybko,True,0.9999993167127542
15,KD0,sadness,sporadycznie chodzę na siłownię,sporadycznie chodzę na siłownie,False,0.9887103027339486
16,KD0,sadness,racja ten pomysł jest najlepszy,racja ten pomysł jest najlepszy,True,0.9999994574939278
17,KD0,sadness,chcę przeczytać ten artykuł jeszcze raz,chcę przeczytać ten artykuł jeszcze raz,True,0.996746004960621
18,KD0,sadness,kwiecień to czwarty miesiąc w roku,kwiecień to czwarty miesiąc w roku,True,1.0000000000000002
19,KD0,sadness,w wolnym czasie lubię czytać książki,w wolnym czasie lubię czytać książki,True,0.9999993665473207
2,KD0,sadness,nie waśńmy się ze sobą,nie wasimy się ze sobą,False,0.7845309399446795
20,KD0,sadness,zima to czas jeżdżenia na sankach,zima to czas jeżdżenia na sankach,True,1.0
21,KD0,sadness,egipcjanie uważali ibisy za święte,egipcjanie uważali ibisy za święte,True,1.0000000000000002
22,KD0,sadness,piesek wszedł do rzeki żeby popływać,piesek wszedł do rzeki żeby popływać,True,0.9999989101868901
23,KD0,sadness,woda w basenie jest bardzo ciepła,woda w basenie jest bardzo ciepła,True,0.9993490694021193
24,KD0,sadness,miasto tętni życiem nawet w nocy,miasto tętni życiem nawet w nocy,True,1.0
25,KD0,sadness,gorzka czekolada jest idealna na deser,gorzka czekolada jest idealna na deser,True,1.0000000000000002
26,KD0,sadness,ten dżin potrafi spełniać życzenia,ten dżin potrafi spełniać życzenia,True,0.9999992077881475
27,KD0,sadness,w niedzielę szkoła jest zamknięta,w niedzielę szkoła jest zamknięta,True,0.9999994035701192
28,KD0,sadness,podczas medytacji można wejść w trans,podczas medytacji można wejść w trance,False,0.7978301877695441
29,KD0,sadness,w październiku zaczyna się jesień,w październiku zaczyna się jesień,True,0.9999992947383941
3,KD0,sadness,chodźmy w tango,chodźmy w tango,True,1.0
30,KD0,sadness,każdy taniec ma swój własny rytm,każdy taniec ma własny rytm,False,0.9931523858044532
31,KD0,sadness,dokarmcie koty wychodząc z domu,dokarmcie koty wychodząc z domu,True,0.9999988894683517
32,KD0,sadness,pamiętaj że nadzieja umiera ostatnia,pamiętaj że nadzieja umiera ostatnia,True,0.999999362066749
33,KD0,sadness,po operacji nie mam żadnych blizn,po operacji nie mam żadnych blizn,True,0.9999999999999998
34,KD0,sadness,pan janek jest naszym nowym sąsiadem,pan janek jest naszym nowym sąsiadem,True,0.9999992952612676
35,KD0,sadness,aby upiec ciasto muszę kupić mączkę,aby upiec ciasto muszę kupić mączkę,True,0.9999922186344687
36,KD0,sadness,ten pomysł trąci brakiem realizmu,ten pomysł trąci brakiem realizmu,True,0.9999964817503098
37,KD0,sadness,relaksujące piosnki poprawiają nastrój,relaksujące piosenki poprawiają nastrój,False,0.9864001977747147
38,KD0,sadness,„ród smoka” to serial telewizyjny,rut smoka to serial telewizyjny,False,0.8280460233481325
39,KD0,sadness,sziwa oznacza żałobę po zmarłym,siwa oznacza żałobę po zmarłym,False,0.8503043946303047
4,KD0,sadness,dzieci muszą dużo jeść,dzieci muszą dużo jeść,True,0.9999994899343758
40,KD0,sadness,w dzieciństwie uwielbiałem klechdy,w dzieciństwie uwielbiałem klechty,False,0.9467751309701858
41,KD0,sadness,w parku rośnie ogromne drzewo,w parku rośnie ogromne drzewo,True,0.999999491266923
42,KD0,sadness,przyjaciel to ktoś kto zawsze jest po mojej stronie,przyjaciel to ktoś kto zawsze jest po mojej stronie,True,1.0
43,KD0,sadness,niania odegrała w moim życiu ważną rolę,niania odegrała w moim życiu ważną rolę,True,1.0000000000000002
44,KD0,sadness,tęsknota to uczucie które każdy z nas zna,tęsknota to uczucie które każdy z nas zna,True,0.9999994063912782
45,KD0,sadness,postanowiłem wynająć samochód na wakacje,postanowiłem wynająć samochód na wakacje,True,0.9999999999999999
46,KD0,sadness,żołwica to dawne określenie na siostrę męża,żółwica to dawne określenie na siostrę męża,False,0.8682393576516008
47,KD0,sadness,król był bardzo sprawiedliwym człowiekiem,król był bardzo sprawiedliwym człowiekiem,True,1.0
48,KD0,sadness,moja dziewczyna świętuje urodziny w sobotę,moja dziewczyna świętuje urodziny w sobotę,True,0.9999993310888842
49,KD0,sadness,niektórzy powiedzą że to państwo z kartonu,niektórzy powiedzą że to państwo z kartonu,True,0.9999999999999998
5,KD0,sadness,przestań go judzić,przestań go ludzić,False,0.7766243239891191
50,KD0,sadness,w muzeum można zobaczyć szkielet dinozaura,w muzeum można zobaczyć szkielet dinozaura,True,0.9999992456525886
51,KD0,sadness,strzelec to znak zodiaku następujący po skorpionie,strzelec to znak zodiaku następujący po skorpionie,True,0.9999990802658854
52,KD0,sadness,na złamaną kończynę często zakłada się gips,na złamaną kończynę często zakłada się egipt,False,0.7078873030299907
53,KD0,sadness,kitel to strój który noszą lekarze,hitel to strój który noszą lekarze,False,0.8362135880315227
54,KD0,sadness,w grudniu często pada śnieg,w grudniu często pada śnieg,True,0.9999993162005053
55,KD0,sadness,chodzę do szkoły prawie codziennie,chodzę do szkoły prawie codziennie,True,0.9999174287524077
56,KD0,sadness,moje dziecko umie już mówić kilka słów,moje dziecko umie już mówić kilka słów,True,0.9999994335919073
57,KD0,sadness,jedz inaczej aby polepszyć swoje zdrowie,jedz inaczej aby polepszyć swoje zdrowie,True,0.999999333634853
58,KD0,sadness,otrzymałem piękną pocztówkę z widokiem na góry,otrzymałem piękną pocztówkę z widokiem na góry,True,0.999999182651624
59,KD0,sadness,kupiłem nowy słownik języka hiszpańskiego,kupiłem nowy słownik języka hiszpańskiego,True,0.9999994097598369
6,KD0,sadness,dziunia nie jesteś moim szefem,dziunia nie jesteś mój szefem,False,0.9896123587356817
60,KD0,sadness,podczas wakacji udało mi się zobaczyć delfiny,podczas wakacji udało mi się zobaczyć delfiny,True,0.9997970304317123
61,KD0,sadness,zupa pomidorowa to moje ulubione danie,zupa pomidorowa to moje ulubione danie,True,0.99999930647348
62,KD0,sadness,twoje słowo ma dla mnie wielkie znaczenie,twoje słowo ma dla mnie wielkie znaczenie,True,0.9999994668152313
63,KD0,sadness,moja wizja na przyszłość jest jasna i wyraźna,moja wizja na przyszłość jest jasna i wyraźna,True,0.9999999999999998
64,KD0,sadness,ucho wykrywa dźwięki o różnej częstotliwości,ucho wykrywa dźwięki o różnej częstotliwości,True,0.9999999999999999
65,KD0,sadness,podczas remontu odkryliśmy starodawny mur,podczas renowacji odkryliśmy starodawny mur,False,0.9634327513223185
66,KD0,sadness,rtęć jest jednym z pierwiastków chemicznych,rtęc jest jednym z pierwiastków chemicznych,False,0.8770899148765143
67,KD0,sadness,miłość jest jednym z najpiękniejszych uczuć,miłość jest jednym z najpiękniejszych uczuć,True,0.9999991588971017
68,KD0,sadness,zamek w malborku jest jednym z najpiękniejszych w polsce,zamek w malborku jest jednym z najpiękniejszych w polsce,True,0.9999992660381051
69,KD0,sadness,przez most na rzece można szybko dotrzeć do miasta,przez most na rzece można szybko dotrzeć do miasta,True,1.0000000000000002
7,KD0,sadness,życie jest pełne niespodzianek,życie jest pełne niespodzianek,True,1.0
70,KD0,sadness,człowiek zaczyna umierać już w momencie narodzin,człowiek zaczyna umierać już w momencie narodzin,True,0.9999993005682186
71,KD0,sadness,baza wojskowa jest strategicznym punktem dla armii,bazy wojskowa jest strategicznym punktem dla armii,False,0.9601784212044784
72,KD0,sadness,bastion był kiedyś ważnym elementem obrony miasta,bastion był kiedyś ważnym elementem obrony miasta,True,0.9999993365892882
73,KD0,sadness,zawsze stawiam przed rzeczownikami właściwy rodzajnik,zawsze stawiam przed rzeczownikami właściwy rodzajnik,True,0.9953444036673968
74,KD0,sadness,ta liczba wydaje się być błędna sprawdź jeszcze raz,ta liczba wydaje się być błędna sprawdź jeszcze raz,True,1.0
75,KD0,sadness,moja teściowa czasem przyjeżdża do nas w weekend,moja teściowa czasem przyjeżdża do nas w weekend,True,0.9965460872041711
76,KD0,sadness,woda jest podstawowym składnikiem życia na ziemi,woda jest podstawowym składnikiem życia na ziemi,True,1.0
77,KD0,sadness,marzec kojarzy się z wiosennymi promieniami słońca,marzec skojarzy się z wiosennymi promieniami słońca,False,0.9618546861731133
78,KD0,sadness,moim ulubionym sosem do pizzy jest sos czosnkowy,moim ulubionym sosem do pizzy jest sos czosnkowy,True,0.9999999999999998
79,KD0,sadness,mleko jest źródłem wapnia i innych składników odżywczych,mleko jest źródłem wapnia i innych składników odżywczych,True,0.9999990134374882
8,KD0,sadness,moja ciocia jest bardzo pomocna,mia ciocia jest bardzo pomocna,False,0.9097159713853921
80,KD0,sadness,do dzisiejszego obiadu potrzebuje małego garnczka,do dzisiejszego obiadu potrzebuję małego garnczka,False,0.9678168268481057
81,KD0,sadness,w lipcu wyjeżdżam z rodziną na wakacje nad morze,w lipcu wyjeżdżam z rodziną na wakacje nad morze,True,1.0
82,KD0,sadness,czerwiec kojarzy się z zakończeniem roku szkolnego,czerwiec kojarzy się z zakończeniem roku szkolnego,True,0.9999994513853359
83,KD0,sadness,ten źrebak jest wychowany zgodnie z najlepszymi standardami,ten zierabak jest wychowany zgodnie z najlepszymi standardami,False,0.8971609893143577
84,KD0,sadness,kontrświadczenie za udzieloną pożyczkę było bardzo wysokie,kontrświadczenie za udzieloną pożyczkę było bardzo wysokie,True,1.0
85,KD0,sadness,w bankach można założyć konto osobiste oszczędnościowe lub kredytowe,w bankach można założyć konto osobiste oszczędnościowe lub kredytowe,True,0.9999993680049063
86,KD0,sadness,myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu,myślmy pozytywnie i skupmy się na dobrych rzeczach w naszym życiu,True,0.9999995390871893
87,KD0,sadness,na targach rzemieślniczych można zobaczyć wiele unikatowych produktów,na targach rzemieślniczych można zobaczyć wiele unikatowych produktów,True,0.9999993872422612
88,KD0,sadness,jabłko jest bogatym źródłem witamin i składników odżywczych,jabłko jest bogatym źródłem witamin i składników odżywczych,True,1.0
89,KD0,sadness,dopełniacz jest jednym z przypadków gramatycznych w języku polskim,dopełniacz jest jednym z przypadków gramatycznych w języku polskim,True,0.9999992801924454
9,KD0,sadness,piłka nożna to moja pasja,piłka nożna to moja pasja,True,0.9999990930450569
90,KD0,sadness,chorał gregoriański jest wykonywany podczas uroczystych nabożeństw,horał gregoriański jest wykonywany podczas uroczystych nabożeń,False,0.8262383401510452
1,KD0,surprised,lubię czytać przed snem,lubię czytać przed snem,True,0.999999449533799
10,KD0,surprised,kupiłem nową szafę do sypialni,kupiłem nową szafę do sypialni,True,1.0
11,KD0,surprised,nie zachowuj się jak żigolak,nie zachowuj się jak żigolak,True,0.9999992702842839
12,KD0,surprised,mój teść zawsze służy radą,mój test zawsze służy radą,False,0.7161035977033826
13,KD0,surprised,interesuje mnie historia polski,interesuje mnie historia polski,True,1.0
14,KD0,surprised,ten miesiąc minął bardzo szybko,ten miesiąc minął bardzo szybko,True,1.0
15,KD0,surprised,sporadycznie chodzę na siłownię,sporadycznie chodzę na siłownie,False,0.9887475109981105
16,KD0,surprised,racja ten pomysł jest najlepszy,racja ten pomysł jest najlepszy,True,0.9999994717571407
17,KD0,surprised,chcę przeczytać ten artykuł jeszcze raz,chcę przeczytać ten artykuł jeszcze raz,True,0.9967596125164341
18,KD0,surprised,kwiecień to czwarty miesiąc w roku,kwiecień to czwarty miesiąc w roku,True,0.9999992515435266
19,KD0,surprised,w wolnym czasie lubię czytać książki,w wolnym czasie lubię czytać książki,True,0.9999994384304799
2,KD0,surprised,nie waśńmy się ze sobą,nie waźmy się ze sobą,False,0.88682580852735
20,KD0,surprised,zima to czas jeżdżenia na sankach,zima to czas jeżdżenia na sankach,True,1.0
21,KD0,surprised,egipcjanie uważali ibisy za święte,egipcjanie uważali ibisy za święte,True,0.9999992268786116
22,KD0,surprised,piesek wszedł do rzeki żeby popływać,piesek wszedł do rzeki żeby popływać,True,1.0000000000000002
23,KD0,surprised,woda w basenie jest bardzo ciepła,woda w basenie jest bardzo ciepła,True,1.0000000000000002
24,KD0,surprised,miasto tętni życiem nawet w nocy,miasto tętni życiem nawet w nocy,True,0.9999052784560288
25,KD0,surprised,gorzka czekolada jest idealna na deser,gorzka czekolada jest idealna na deser,True,0.9999993822748308
26,KD0,surprised,ten dżin potrafi spełniać życzenia,ten dżin potrafi spełniać życzenia,True,1.0000000000000002
27,KD0,surprised,w niedzielę szkoła jest zamknięta,w niedzielę szkoła jest zamknięta,True,1.0000000000000002
28,KD0,surprised,podczas medytacji można wejść w trans,podczas medytacji można wejść w trance,False,0.7953806061043615
29,KD0,surprised,w październiku zaczyna się jesień,w październiku zaczyna się jesień,True,1.0
3,KD0,surprised,chodźmy w tango,chodźmy w tango,True,0.9999992068790731
30,KD0,surprised,każdy taniec ma swój własny rytm,każdy taniec ma swój własny rytm,True,0.9999999999999998
31,KD0,surprised,dokarmcie koty wychodząc z domu,dokarmcie koty wychodząc z domu,True,0.9999999999999998
32,KD0,surprised,pamiętaj że nadzieja umiera ostatnia,pamiętaj że nadzieja umiera ostatnia,True,0.9999992749862552
33,KD0,surprised,po operacji nie mam żadnych blizn,po operacji nie mam żadnych blizn,True,0.9999994242856991
34,KD0,surprised,pan janek jest naszym nowym sąsiadem,pan janek jest naszym nowym sąsiadem,True,0.9999992952612676
35,KD0,surprised,aby upiec ciasto muszę kupić mączkę,aby upiec ciasto muszę kupić mączkę,True,0.9999992505433757
36,KD0,surprised,ten pomysł trąci brakiem realizmu,ten pomysł trąci brakiem realizmu,True,0.9997537374985487
37,KD0,surprised,relaksujące piosnki poprawiają nastrój,relaksujące piosenki poprawiają nastrój,False,0.9864001977747147
38,KD0,surprised,„ród smoka” to serial telewizyjny,ród smoka to serial telewizyjny,False,0.8943474028961236
39,KD0,surprised,sziwa oznacza żałobę po zmarłym,siwa oznacza żałobę po zmarłym,False,0.8503389687496435
4,KD0,surprised,dzieci muszą dużo jeść,dzieci muszą dużo jeść,True,0.9999993383952678
40,KD0,surprised,w dzieciństwie uwielbiałem klechdy,w dzieciństwie uwielbiałem klechty,False,0.9467751309701858
41,KD0,surprised,w parku rośnie ogromne drzewo,w parku rośnie ogromne drzewo,True,0.9999994883558191
42,KD0,surprised,przyjaciel to ktoś kto zawsze jest po mojej stronie,przyjaciel to ktoś kto zawsze jest po mojej stronie,True,0.999999447263679
